id,name,location,type, price sale ,bathrooms,price
1611,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"2,793,000"
1612,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 36sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"2,799,000"
1613,"House & Lot For Sale near Clark Airport and SM Pampanga, Angeles","DECA HOME CLARK RESIDENCES, MARGOT ANGELES PAMPANGA Margot, Angeles",Sale,,2,"2,800,000"
1614,"3-Bedroom Townhouse for Sale in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence","Antero Soriano Highway Sahud Ulan, Tanza",Sale,,1,"2,839,149"
1615,"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence","Antero Soriano Highway Sahud Ulan, Tanza",Sale,,1,"2,839,149"
1616,"2-Bedroom House and Lot for Sale in Sorsogon, Bicol","Camella Cabid-An, Sorsogon City, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",Sale,,1,"2,860,000"
1617,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 48sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"2,871,000"
1618,Industrial-inspired 2 Bedrooms House and Lot,"Tuyo, Balanga",Sale,,1,"2,900,000"
1619,"House For Sale in Springside Gentri Homes in General Trias, Cavite","Along Governor Ferrer Drive Pasong Kawayan I, General Trias",Sale,,2,"2,900,000"
1620,House and Lot in Lipa,"F. Rodelas Rd. Barangay Bolbok Lipa City Bolbok, Lipa",Sale,,2,"2,913,000"
1621,3 Bedroom Townhose For Sale in Pleasantfields in Tanza Cavite,"Santol, Tanza",Sale,,1,"2,918,752"
1622,"2-Bedrooms Mikaela RFO Townhouse for Sale in Camella Aklan at Numancia, Aklan","Joyao-Joyao, Numancia",Sale,,1,"2,959,000"
1623,"For Sale RFO 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reana IU 36sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"2,972,000"
1624,"For Sale: RFO 2 Bedroom House and Lot In Pleasantfields, Tanza, Cavite","Santol, Tanza",Sale,,1,"2,989,049"
1625,"Duplex 3 bedrooms  For Sale in St. Monique Valais Binangonan, Rizal","Gulod, Binangonan",Sale,,3,"3,000,000"
1626,Pre Owned 2 BR Townhouse For Sale in Paranaque City,Paranaque,Sale,,1,"3,000,000"
1627,"Brand New House and Lot for sale in Granville Subdivision, Davao City","Catalunan Pequeno, Davao",Sale,,1,"3,000,000"
1628,"Batal, Santiago City, Foreclosed Residential – House and Lot - 10079700000101","Lot 14 Block 6, Road Lot 2, Ruby Drive, Camella Santiago City Batal, Santiago",Sale,,1,"3,000,000"
1629,"2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle IU","Longos, Malolos",Sale,,1,"3,025,000"
1630,"Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",Sale,,2,"3,060,000"
1631,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"3,066,000"
1632,"Futura Homes Palm Estates | Elisa SA 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest","Efigenio Lizares, Talisay",Sale,,1,"3,079,100"
1633,"Mandalagan, Bacolod, Foreclosed Residential – House and Lot - 10088000000266","Lot 15 Block 4, Along Road Lot 4, Camella Pine Grove Phase 2 Mandalagan, Bacolod",Sale,,1,"3,100,000"
1634,Pre Selling House and Lot for sale thru Pag-Ibig Financing in Trece Martires,"Lapidario Rd, 4109 Trece Martires City, Philippines Lapidario, Trece Martires",Sale,,2,"3,114,170"
1635,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Tahoe Model","Km.71, North Luzon Expressway Panipuan, Mexico",Sale,,2,"3,116,400"
1636,Futura Homes Koronadal | Amber 2BR Townhouse End Unit for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",Sale,,1,"3,136,800"
1637,"For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"3,146,000"
1638,"New Leaf | Diana 2BR SA House for Sale in Trece Martires, Cavite | Futura by Filinvest","The Wood Estates, Brgy. Hugo Perez, Trece Martires",Sale,,1,"3,148,800"
1639,"Sumacab Este, Cabanatuan City, Foreclosed House and Lot - 10108000000347","Lot 16 Block 13, Amazon Street, Lakewood City Subdivision Sumacab Este, Cabanatuan",Sale,,1,"3,155,000"
1640,"Springfield View | Molave House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",Sale,,,"3,167,300"
1641,"Springfield View | Molave House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",Sale,,,"3,167,300"
1642,"Futura Homes Palm Estates | Amber Duplex 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest","Efigenio Lizares, Talisay",Sale,,1,"3,185,000"
1643,"Duplex House For Sale near Clark, Hamana Homes, Magalang, Pampanga","Santo Rosario, Magalang",Sale,,2,"3,185,421"
1644,"3BR House and Lot for Sale in Mexico, Pampanga | Flavorscapes at The Lakeshore, Cocoon","Divisoria, Mexico",Sale,,2,"3,190,000"
1645,"Duplex House and Lot Back to Back for Sale in Capas, Tarlac at Ajoya Capas","Talaga, Capas",Sale,,2,"3,192,000"
1646,"3-Bedroom House and Lot for Sale in Pavia, Iloilo at Parc Regency Residences | PALMS Model","Ungka II, Pavia",Sale,,2,"3,198,000"
1647,"For Sale Single Attached House and Lot with P200K Promo Discount, San Pablo","San Ignacio, San Pablo",Sale,,2,"3,200,000"
1648,"For Sale > 3 Bedroom House and Lot in Dasmariñas, Cavite inside FCIE Compound","Langkaan I, Dasmarinas",Sale,,2,"3,200,000"
1649,"Tungkop, Minglanilla, Foreclosed Residential – House and Lot - 10067000001707","Lot 12, Block 8, Along unnamed subd. road, Tungkop, Minglanilla",Sale,,1,"3,200,000"
1650,"3-Bedroom House For Sale in Treelane Subdivision, Imus, Cavite","Carsadang Bago, Imus, Calabarzon, Philippines Carsadang Bago I, Imus",Sale,,3,"3,200,000"
1651,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 54sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"3,228,000"
1652,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 65sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"3,230,000"
1653,"2BR 2-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands","Aguinaldo Highway San Agustin I, Dasmarinas",Sale,,2,"3,267,000"
1654,Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Futura by Filinvest,"Zambowood Rd. Boalan, Zamboanga",Sale,,1,"3,275,000"
1655,Futura Homes Zamboanga | Amber 2BR Townhouse End Unit for Sale in Zamboanga City | Futura by Filinvest,"Zambowood Rd. Boalan, Zamboanga",Sale,,1,"3,275,000"
1656,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena IU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"3,302,000"
1657,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"3,309,000"
1658,"L-R-1-33- Acquired Property for Sale in Lot 1, Block 2, corner of Road Lot 4 and Road Lot 7, Sapphire Homes, Brgy. San Jose/Bintog, Plaridel, Bulacan - Retail","Bintog, Plaridel",Sale,,,"3,312,600"
1659,"4-Bedroom Townhouse for Sale in Imus, Cavite at Lancaster New City | ADELLE Model","Alapan II-A, Imus",Sale,,2,"3,336,800"
1660,"4-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ADELLE Model","San Sebastian, Kawit",Sale,,2,"3,336,800"
1661,"4-Bedroom Townhouse for Sale in General Trias, Cavite at Lancaster New City | ADELLE Model","Pasong Camachile I, General Trias",Sale,,2,"3,336,800"
1662,"For Sale 3 BR Single Detached House at Montecelio Residences Concepcion, Tarlac","Alfonso, Concepcion",Sale,,2,"3,340,000"
1663,"L-R-1-829- Acquired Property for Sale in Lot 3, Block 1, Road Lot 3, Woodlands Subd., Brgy. Viga, Calamba City, Laguna - Retail","Makiling, Calamba",Sale,,,"3,354,800"
1664,"L-TH-1-134- Acquired Property for Sale in Lot 2A, Psd 394736, Cogeo Avenue, Cogeo Village, Brgy. Bagong Nayon, Antipolo City, Rizal - Retail","Bagong Nayon, Antipolo",Sale,,,"3,398,700"
1665,"L-R-1-561- Acquired Property for Sale in Lot 1153-B (Psd-294712), Soriano Street, Brgy. Mulawin, Pagsanjan, Laguna - Retail","Maulawin, Pagsanjan",Sale,,,"3,399,300"
1666,"3 Bedroom Duplex Unit for sale at Santevi in San Pablo, Laguna","Pan-Philippine Hwy San Vicente, San Pablo",Sale,,2,"3,400,000"
1667,"Rush Sale: Townhouse Unit in Vallejo Phase 3 Ext near Vermosa, Imus","Pasong Buaya II, Imus",Sale,,1,"3,400,000"
1668,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Akan Model","Km.71, North Luzon Expressway Panipuan, Mexico",Sale,,2,"3,500,000"
1669,"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna","Palo-Alto, Calamba",Sale,,,"3,500,000"
1670,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Akan Model","Km.71, North Luzon Expressway Panipuan, Mexico",Sale,,2,"3,500,000"
1671,"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna","Palo-Alto, Calamba",Sale,,,"3,500,000"
1672,"House and Lot for Sale in Highlands Subdivision, Brgy. Palo-Alto, Calamba Laguna","Palo-Alto, Calamba",Sale,,,"3,500,000"
1673,North Olympus Subdivision Novaliches,Caloocan,Sale,,2,"3,500,000"
1674,"4 Bedrooms house and Lot for Sale at Bingag,Panglao Island, Bohol","Bingag, Dauis",Sale,,2,"3,500,000"
1675,House & Lot - Meycauayan Bulacan,"Bahay Pare, Meycauayan",Sale,,2,"3,500,000"
1676,"L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia Park Homes Subdivision, Brgy. Saimsim, Calamba City, Laguna","Saimsim, Calamba",Sale,,,"3,500,000"
1677,"Ready For Occupancy House and Lot for Sale in San Pablo, Laguna","San Vicente, San Pablo",Sale,,2,"3,500,000"
1678,"2 Bedroom House & Lot For Sale at Kohana Grove, Silang, Cavite","Sabutan, Silang",Sale,,2,"3,500,000"
1679,"Ready to Occupy & Fully Furnished House and Lot for Sale in San Remigio, Cebu","Tambongon, San Remigio",Sale,,,"3,500,000"
1680,"L-R-1-591- Acquired Property for Sale in Lot 1292-B-1-C-2, Pablico St., Anonuevo Subdivision, Brgy. Pinagsanjan, Pagsanjan, Laguna - Retail","Pinagsanjan, Pagsanjan",Sale,,,"3,522,000"
1681,Futura Homes Koronadal | Amber 2BR Duplex House for Sale in South Cotabato | Futura by Filinvest,"Purok Hurtado Concepcion, Koronadal",Sale,,1,"3,528,200"
1682,2-Bedrooms House & Lot in Koronadal City( Payment mode: Installment-Spotcash),"Robredo Street Carpenter Hill, Koronadal",Sale,,1,"3,543,147"
1683,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"3,559,000"
1684,2-Bedroom House and Lot For Sale in Camella Pili,"Zone 1 Brgy. Cadlan Pili Camarines Sur Cadlan, Pili",Sale,,1,"3,565,000"
1685,2-Bedroom House and Lot For Sale in Camella Pili,"Zone 1 Brgy. Cadlan Pili Camarines Sur Cadlan, Pili",Sale,,1,"3,565,000"
1686,"Ready For You: Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas at  28,108.33 monthly amortization","Talaga, Capas",Sale,,2,"3,573,000"
1687,"2BR 2-Storey Townhouse for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Adlaw Model","Tugbok, Davao",Sale,,2,"3,600,000"
1688,"Townhouse with 2 Bedrooms for Sale in Davao City, Davao del Sur at PHINMA Maayo Tugbok | Adlaw Model","Tugbok, Davao",Sale,,2,"3,600,000"
1689,"L-R-1-1083 Acquired Property for Sale in Lot 2-A-7 (PSD-04-127564), corner of Sabang Road & Lot 2-A-5, Brgy. Concepcion, San Pablo City, Laguna","Concepcion, San Pablo",Sale,,,"3,615,000"
1690,"Pineview | Molave 2BR SD House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Antero-Soriano Hwy, Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",Sale,,1,"3,643,800"
1691,"Pineview | Walnut 3BR SA House and Lot for Sale in Tanza, Cavite | Futura by Filinvest","Antero-Soriano Hwy, Remulla Drive Tanza-Naic Rd. Sahud Ulan, Tanza",Sale,,1,"3,649,500"
1692,"For Sale 4 Bedrooms and 2 Car Garage in Montecelio Residences Concepcion, Tarlac","Alfonso, Concepcion",Sale,,3,"3,690,000"
1693,"2 Bedroom End Unit Townhouse at Elisa Homes in Bacoor, Cavite (Canalily Model)-Investment","Molino-Paliparan Rd Molino IV, Bacoor",Sale,,1,"3,697,532"
1694,"Townhouse for Sale near SM at Evergreen Executive Village, Caloocan","Bagumbong, Caloocan City North, National Capital Region, Philippines Bagumbong, Caloocan",Sale,,1,"3,700,000"
1695,"4 Bedroom Single Attached Unit for sale at Santevi in San Pablo, Laguna","Pan-Philippine Hwy San Vicente, San Pablo",Sale,,2,"3,700,000"
1696,"Foreclosed Property For Sale in Mabuhay Homes in Santa Rosa, Laguna","Dila, Santa Rosa",Sale,,,"3,700,000"
1697,2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"3,702,000"
1698,"3 Bedroom Townhouse for Sale in Hamilton Residences, Imus, Cavite","Bucandala III, Imus",Sale,,,"3,702,000"
1699,"4 bedrooms House & Lot for Sale 45 minutes to airport,BGC and Makati","The Mango Grove, Santo Tomas Batangas Barangay IV, Santo Tomas",Sale,,3,"3,752,000"
1700,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Criselle 73sqm","Aningway Sacatihan, Subic",Sale,,1,"3,790,000"
1701,"Discover this charming 2-storey house and lot in El Rio, Davao City","Buhangin, Davao",Sale,,2,"3,800,000"
1702,"2 Bedroom House and Lot for Sale at Grand Royale in Malolos, Bulacan (Freya)","Bulihan, Malolos",Sale,,2,"3,812,480"
1703,"3 Bedroom House and Lot for Sale in Jaro Ilo-ilo, Casa Mira Iloilo","Jaro, Iloilo",Sale,,2,"3,816,956"
1704,"Claremont Phase 4 | Opal 3BR Single Attached House for Sale in Mabalacat, Pampanga | Futura by Filinvest","Santa Maria, Mabalacat",Sale,,,"3,825,700"
1705,"L-R-1-118- Acquired Property for Sale in No. 457 (Lot 2500-H), Albayda Compound, Purok 4/Brgy. Pinagbayanan, Pila, Laguna (Interior) - Retail","Pinagbayanan, Pila",Sale,,,"3,890,500"
1706,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 66sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"3,900,000"
1707,Katarungan Village Muntinlupa Affordable 3-BR Townhouse For Sale,"Poblacion, Muntinlupa",Sale,,2,"3,950,000"
1708,"L-R-1-436- Acquired Property for Sale in Lot 11, Block 2, Road Lot K (Road Lot 1), Victoria Subdivision, Brgy. De La Paz, Bi","De La Paz, Binan",Sale,,,"3,953,040"
1709,"2BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan","Valle Cruz, Cabanatuan",Sale,,2,"3,957,188"
1710,2 Bedrooms Single House with Parking Space For Sale in Wellford Homes Malolos,"Longos, Malolos",Sale,,2,"3,969,280"
1711,"2BR Single Attached House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga","Eden, Mexico",Sale,,2,"3,970,000"
1712,"Ready For You: 2BR SA House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga at  31,975 monthly amortization","Eden, Mexico",Sale,,2,"3,979,000"
1713,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ezabelle 74sqm","Aningway Sacatihan, Subic",Sale,,1,"3,984,000"
1714,"L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail","Santa Clara Sur, Pila",Sale,,,"3,997,800"
1715,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 66sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"3,999,000"
1716,"2BR Townhouse for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, TH53","Bugtong Na Pulo, Lipa",Sale,,1,"4,000,000"
1717,Old two-storey residential house For Sale Located at  Urdanenta  City,"San Vicente, Urdaneta",Sale,,2,"4,000,000"
1718,"3 Bedroom modern Townhouse for Sale along Arnaldo Hway, Gen Trias, Cavite|Hanna","Santiago, General Trias, Calabarzon, Philippines Santiago, General Trias",Sale,,2,"4,000,000"
1719,4 Bedroom House and Lot For Sale in General Trias Near Tagaytay property,"Panungyanan, General Trias",Sale,,2,"4,000,000"
1720,4 Bedroom House and Lot for Sale in Sabella Village General Trias Cavite,"Panungyanan, General Trias",Sale,,2,"4,000,000"
1721,"For Sale 2 Bedroom House (Jane) Unit in Florida Villas, Longos, Malolos,Bulacan","MacArthur Hwy Longos, Malolos",Sale,,2,"4,000,000"
1722,"3 Bedroom House for Sale in Royal Palms Panglao 1 - Turriano B, Dauis, Bohol","Dauis - Panglao Rd, Dao, Panglao, 6340 Bohol Dao, Dauis",Sale,,2,"4,000,000"
1723,"Discounted 50% Reservation Fee House For Sale in Imus, Cavite","Carsadang Bago I, 4103 Imus, Philippines Carsadang Bago I, Imus",Sale,,2,"4,000,000"
1724,"3 Bedroom Townhouse Unit at Bloomfield Heights in Antipolo, Rizal (Inner)","C. Lawis Ext San Luis, Antipolo",Sale,,2,"4,000,000"
1725,"Ready For You: 2BR Townhouse (TH53) for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village at  63,433 monthly amortization","Bugtong Na Pulo, Lipa",Sale,,1,"4,006,000"
1726,"Pre-selling Duplex House (Twinhomes) for sale at Tanza, Cavite","Halayhay, Tanza",Sale,,2,"4,032,000"
1727,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"4,057,000"
1728,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"4,057,000"
1729,3-Bedroom Quadruplex House and Lot for Sale in General Trias Cavite at Minami Residences | HANNA Model,"Arnaldo Highway Santiago, General Trias",Sale,,2,"4,058,400"
1730,"For Sale 3-Bedroom Quadruplex House and Lot in General Trias, Cavite at Minami Residences | HANNA Model","Arnaldo Highway Santiago, General Trias",Sale,,2,"4,058,400"
1731,"3-Bedroom Quadruplex House and Lot for Sale in General Trias, Cavite at Minami Residences | HANNA Model","Arnaldo Highway Santiago, General Trias",Sale,,2,"4,058,400"
1732,For Sale Ready For Occupancy (RFO) House and Lot at Beverly Hills at Lipa City,"Kayumanggi, Lipa",Sale,,2,"4,059,035"
1733,"2BR Townhouse for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Rosario Model, Appliance Bundle Promo!","President Jose P. Laurel Hwy Banaybanay II, San Jose",Sale,,2,"4,062,500"
1734,"For Sale 2BR Townhouse in San Jose, Batangas at PHINMA Maayo San Jose | Rosario Model, Appliance Bundle Promo!","President Jose P. Laurel Hwy Banaybanay II, San Jose",Sale,,2,"4,062,500"
1735,"2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 74sqm","Longos, Malolos",Sale,,1,"4,079,000"
1736,3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | STEPHANIE Model,"Ungka II, Pavia",Sale,,2,"4,080,345"
1737,3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | STEPHANIE Model,"Ungka II, Pavia",Sale,,2,"4,080,345"
1738,"3BR Single Attached House and Lot for Sale in Mexico, Pampanga at Ajoya Pampanga","Eden, Mexico",Sale,,2,"4,113,000"
1739,"Linnea Model - Affordable House and Lot Single Attached For Sale, General Trias","Panungyanan, General Trias, Calabarzon, Philippines Panungyanan, General Trias",Sale,,2,"4,136,000"
1740,"3 Bedroom Townhouse Unit at Marquina Residences in Antipolo, Rizal","Santan St Cupang, Antipolo",Sale,,2,"4,150,000"
1741,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 60sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,160,000"
1742,Single Attached House and Lot in Lipa Batangas,"San Lucas, Lipa",Sale,,1,"4,169,183"
1743,"2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm","Longos, Malolos",Sale,,1,"4,196,000"
1744,New North Olympus Brand New Townhouse for Sale in Quezon City - jojo  Obra,"Kaligayahan, Quezon City",Sale,,2,"4,200,000"
1745,"V-R-2-113: Acquired Property  for Sale in Lot 18 and 20, Block 3, Road Lot 3, Edzaville Subdivision, Brgy. Binicuil, Kabankalan, Negros Occidental","Binicuil, Kabankalan",Sale,,,"4,202,000"
1746,"L-R-1-1007 - Acquired Property for Sale in Lot 42, Block 17, Balagtas St., San Isidro Village, Phase 2, Brgy. San Isidro, Batangas City, Batangas","San Isidro, Batangas City",Sale,,,"4,209,500"
1747,"L-R-1-249- Acquired Property for Sale in Lot 8, Block 12, 7th Road, Sta. Monica Heights Subdivision, Phase 1, Brgy. San Rafael, Tarlac City, Tarlac - Retail","San Rafael, Tarlac",Sale,,,"4,216,700"
1748,"RFO 2BR Townhouse for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Margarita EU","MacArthur Hwy Anonas, Urdaneta",Sale,,1,"4,219,000"
1749,"V-R-2-107:  Acquired Property  for Sale in Lot 28, Block 7, Camella Savannah, Brgy. Abilay Norte / Polo Maestra Vita, Oton, Iloilo","Polo Maestra Bita, Oton",Sale,,,"4,219,500"
1750,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 54sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,259,000"
1751,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,263,000"
1752,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena EU","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,263,000"
1753,2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,270,000"
1754,"Bagbaguin, Sta. Maria, Bulacan, Foreclosed House and Lot - 10001000011919","Lot No. 1521-A-5-B, No.757 Fatima Street Bagbaguin, Santa Maria",Sale,,1,"4,280,000"
1755,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 60sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,281,000"
1756,House for Sale in Avina Model At Sentrina Alaminos Laguna,"Blk 1 Lot 20 Sentrina Alaminos Brgy.San Benito,Alaminos,Laguna Along Maharlika National Highway San Benito, Alaminos",Sale,,2,"4,307,299"
1757,"L-R-1-1103 - Acquired Property for Sale in Lot 11, Block 3, (LRC) PSD-41084, Road Lot 1, Abacan Subdivision, Brgy. Calicanto, Batangas City, Batangas","Calicanto, Batangas City",Sale,,,"4,308,966"
1758,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Marga 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"4,315,000"
1759,"3BR 2-Storey Single Attached House and Lot for Sale in Tanza, Cavite | Las Brisas at Tierra del Sol","Governor's Dr. Tanauan, Tanza",Sale,,2,"4,337,472"
1760,"For Sale 3BR 2-Storey Single Attached House and Lot in Tanza, Cavite | Las Brisas at Tierra del Sol","Governor's Dr. Tanauan, Tanza",Sale,,2,"4,337,472"
1761,"FOR SALE 3 Bedrooms, 2 Toilet and Bath","Brgy Tanauan Tanza Cavite Tanauan, Tanza",Sale,,2,"4,337,472"
1762,2-Bedroom Single Firewall Ezabelle Unit House for sale in Camella Sorsogon - Pre-selling,"Camella Homes, Cabid-An, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",Sale,,1,"4,340,000"
1763,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reva","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,348,000"
1764,4 Bedroom House & Lot for Sale 30mins from Alabang - The Mango Grove Santo Tomas,"The Mango Grove, Brgy San Roque, Sto Tomas Batangas Barangay IV, Santo Tomas",Sale,,3,"4,356,000"
1765,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"4,359,000"
1766,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac",Sale,,1,"4,359,000"
1767,For Sale RFO 2BR 2-Storey House and Lot in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm,"Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,364,000"
1768,"L-R-1-784- Acquired Property for Sale in Lot 16, Block 5, Alley 2, Road Lot 5, Villa Clara Homes, Brgy. San Sebastian, Hagonoy, Bulacan - Retail","San Sebastian, Hagonoy",Sale,,,"4,377,000"
1769,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm","Emilio Vergara Hwy Santa Arcadia, Cabanatuan",Sale,,1,"4,383,000"
1770,"3 Bedroom House and Lot for Sale at Grand Royale in Malolos, Bulacan (Louisa)","Bulihan, Malolos",Sale,,2,"4,383,680"
1771,"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - End","Tamiao, Compostela",Sale,,2,"4,389,000"
